86587.9933867,-6846824.27406
32452.0976752,-2566082.45657
72021.7575192,-5695013.73907
73746.8782897,-5831425.93888
59562.2100066,-4709787.47906
50364.713738,-3982504.65912
54830.8719329,-4335661.65222
82481.1907485,-6522082.96225
-4900.5183434,387538.302486
95195.6836249,-7527468.77195
-2606.21990556,206118.947812
4421.19544651,-349566.893737
-70221.8604422,5552758.1076
-61827.3732506,4888972.42742
-6442.69047143,509484.021338
-35902.9446057,2839024.15675
69584.8110831,-5502314.63658
-4623.90905587,365665.699684
12413.8714484,-981579.755909
-75611.8358083,5978965.01971
-7226.23962232,571442.386895
19164.8224201,-1515404.45305
79996.738411,-6325627.37811
-28731.2859198,2271932.41782
-72677.3310553,5746921.99087
34359.6781764,-2716922.47712
-75404.5753677,5962576.10762
-42288.1385392,3343926.98185
33487.7373424,-2647974.62762
-42589.0319618,3367719.82834
-30683.9949394,2426340.93084
-86151.77375,6812400.07251
29898.3554635,-2364147.84492
81846.9899745,-6471934.17025
58218.9415191,-4603569.86668
67119.1475133,-5307344.75546
62875.6793453,-4971796.75355
96561.7168159,-7635486.4805
-10729.9668865,848496.116584
-69978.7730724,5533536.21693
37668.6664192,-2978577.41343
17737.2014705,-1402516.75408
-86530.9997935,6842386.99267
-53488.9618487,4229620.88422
44089.5200338,-3486299.99216
-17223.2356959,1361944.85442
7136.96228594,-564313.440798
-78799.7143039,6231043.32386
-62784.012115,4964617.68898
95347.0680193,-7539439.34155
78626.8262015,-6217302.94006
-1553.04622387,122840.292106
41316.7913788,-3267049.24649
-66122.2068273,5228582.09766
-12701.8793736,1004423.12459
10766.3579391,-851304.272679
-38752.423873,3064343.88034
29860.0144256,-2361116.06569
-67790.9350539,5360535.11345
4719.75818671,-373175.443856
18582.2693889,-1469339.65466
-18176.3432599,1437310.88194
-61657.9170938,4875572.85127
-16736.8039378,1323480.74958
-12041.0669852,952170.045786
-11295.1486003,893187.295423
95729.4325796,-7569674.4368
52204.2271289,-4127962.34099
-28184.95349,2228731.72727
-68230.246563,5395273.23172
66060.8466435,-5223660.67249
-47561.449918,3760908.80582
-45847.2783199,3625362.40087
81998.1756706,-6483889.02798
92353.4820333,-7302724.5233
-16763.2808508,1325574.38499
-60995.954685,4823228.83576
-62109.9350828,4911315.72174
-32672.7505752,2583599.79398
52169.1363375,-4125187.57175
-37052.4926333,2929923.51748
19206.1154422,-1518669.65747
74071.5281184,-5857097.29943
-71072.6930926,5620036.8486
-16129.7047891,1275474.99149
-44049.6672042,3483218.09951
-78265.3448616,6188788.59459
56046.9036365,-4431818.14315
97312.3312579,-7694840.56689
99428.3728948,-7862164.44328
-99597.8912449,7875638.3673
-95835.3808128,7578121.61739
44096.2583427,-3486832.81719
31218.2796687,-2468519.53152
25406.0686115,-2008924.75438
-81195.5681414,6420493.07021
12222.7174928,-966464.448027
-33574.6554053,2654917.01652
-30737.9493104,2430607.31877
26155.4095353,-2068178.1386
-98350.6829259,7777016.61668
-82086.2345415,6490921.62514
71747.1578772,-5673300.04698
-31374.4362814,2480936.88952
-22142.1744355,1750905.01632
69116.5465091,-5465287.08366
82826.8006793,-6549411.72192
-6982.89962339,552200.51982
35729.9119859,-2825272.34538
-72329.0810038,5719384.4663
78496.7047583,-6207013.71706
-83196.7836182,6578737.18283
-48421.0148383,3828878.04232
-46381.8329125,3667631.77073
-91468.254959,7232795.50763
-17760.7534212,1404448.53103
75922.7697469,-6003482.37997
-72751.8991983,5752818.39221
90012.1869234,-7117588.95378
69827.9350924,-5521539.4245
3962.84761396,-313323.497227
-5058.7248091,400048.320555
66871.8706279,-5287791.58303
33443.2406808,-2644456.09859
-5525.89216796,436989.11229
-71917.0099395,5686800.35895
-52635.2141296,4162111.63708
-62764.3524313,4963063.11915
91129.9546731,-7205975.32082
25011.4786953,-1977722.95135
-31398.8844768,2482870.10612
20384.9583932,-1611885.48498
-88148.9330648,6970323.44817
93693.7717226,-7408706.59019
55569.8019261,-4394091.8025
22367.1963243,-1768628.96715
81204.2405367,-6421109.4012
-11894.0185867,940542.340727
21419.6211832,-1693700.41044
-14386.3317499,1137619.51179
-48146.1932836,3807146.80271
-59563.8582726,4709987.24405
-3390.03970159,268098.714363
30651.1830685,-2423676.93496
-94838.5539826,7499298.53262
-53211.7584264,4207701.30081
-2630.35720296,208027.580467
-80713.4763072,6382372.14051
-22156.4678535,1752035.25405
83391.2961967,-6594048.64046
44140.4397632,-3490326.41884
78717.845602,-6224500.20813
46149.2477865,-3649170.90447
58016.2819327,-4587544.76255
-92669.4198855,7327776.42303
-88951.6267541,7033795.64895
-51026.9020873,4034935.97065
46783.6438669,-3699335.14013
-56891.6101359,4498681.89489
-9695.7392403,766715.599688
30201.0733532,-2388084.95933
-26800.9470141,2119292.79919
64147.6805306,-5072378.97528
90070.9403548,-7122234.82262
-57522.1659529,4548542.46556
12315.8079951,-973825.486405
-39376.2637531,3113673.39501
-51204.7087982,4048995.85851
99605.4086671,-7876163.36994
38909.3243625,-3076681.19964
-27794.1726521,2197831.12329
-61406.4751429,4855690.33045
-46977.4259202,3714727.69221
-38561.0485552,3049211.06845
14687.9210399,-1161397.95331
-87242.9400963,6898682.96017
-97923.5799433,7743243.87543
-79418.6525916,6279985.25003
5385.97017023,-425855.490241
-11647.8665515,921078.114696
89969.7917517,-7114236.59797
95077.9827778,-7518161.69518
-3100.25029384,245183.906735
-66791.0195137,5281467.79203
25991.291912,-2055200.70165
-24730.0564996,1955539.20265
-48132.4923569,3806063.41563
51645.946339,-4083816.84581
67724.0644936,-5355177.96077
5419.72168438,-428524.357471
51503.5049146,-4072553.43261
63259.4023163,-5002139.26376
-91977.2541858,7273044.11249
1228.59556713,-97115.2508753
-2280.43181112,180357.580032
4915.27723512,-388635.91709
-20988.7315399,1659697.67279
-99414.8396817,7861163.74799
-59130.7444865,4675739.20452
-20529.3294035,1623370.90825
-27912.4704161,2207185.40068
39624.7017872,-3133248.95412
18009.0349349,-1424011.71345
-33557.1767987,2653534.91318
-99506.923651,7868445.19578
-2123.33054556,167934.95456
-44734.3402279,3537357.93418
59865.001396,-4733730.40539
-49289.2210154,3897530.57757
1193.76214461,-94360.8328228
-99320.4913449,7853703.24761
46951.2437369,-3712587.93225
-57280.7423786,4529452.13785
-8178.0975585,646709.60134
-63030.5905296,4984115.63054
-95285.2209241,7534618.27435
-84978.0472815,6719588.82573
-14008.2374027,1107722.07938
-40743.2827204,3221769.05283
-67045.2563477,5301571.31544
-7720.0222515,610487.754515
-13102.8123753,1036126.50076
-45970.3399292,3635093.37456
66182.8171146,-5233305.36552
13228.1705502,-1045969.64308
-50851.6110875,4021075.01013
6793.59647278,-537162.132488
70110.3136693,-5543868.22808
-95628.501128,7561762.81319
60980.8769796,-4821967.15128
-33898.2136317,2680502.05971
26063.2170766,-2060888.11211
-23263.0826501,1839539.71247
-73346.9471243,5799871.2119
82490.8100892,-6522843.60199
-64592.1020948,5107590.59604
57337.1196293,-4533840.68257
80564.2428181,-6370502.2216
-80362.6856752,6354633.72208
90690.9233269,-7171259.35615
81161.943077,-6417764.77187
-24430.6295106,1931862.31292
-65510.0577382,5180177.02059
-93920.1546799,7426677.02616
73426.2173095,-5806069.99254
58535.2527603,-4628581.86177
-15984.2702901,1263974.90392
-65434.9233646,5174235.84513
-27192.1304335,2150225.2369
39836.6070264,-3150005.14901
-73486.8196068,5810931.48859
17656.5227191,-1396137.16249
-17799.9180073,1407545.43151
-92558.9218595,7319038.90211
14123.9160861,-1116799.82559
77604.3810304,-6136454.1106
-49365.8635387,3903591.00846
21136.8432127,-1671340.0252
16207.9966652,-1281596.4133
